ID,MONTHS_BALANCE,STATUS
5001539,-16,0
5001539,-17,0
5001539,-18,X
5001539,-19,C
5001539,-20,0
5001539,-21,0
5001539,-22,C
5001539,-23,X
5001540,0,X
5001540,-1,0
5001540,-2,X
5001540,-3,C
5001540,-4,C
5001540,-5,C
5001540,-6,C
5001540,-7,0
5001540,-8,C
5001540,-9,C
5001540,-10,0
5001540,-11,C
5001540,-12,0
5001540,-13,X
5001541,0,X
5001541,-1,C
5001541,-2,C
5001541,-3,C
5001541,-4,C
5001541,-5,0
5001541,-6,C
5001541,-7,C
5001541,-8,C
5001541,-9,C
5001541,-10,0
5001541,-11,C
5001541,-12,0
5001541,-13,0
5001541,-14,C
5001542,0,0
5001542,-1,C
5001542,-2,C
5001542,-3,C
5001542,-4,C
5001542,-5,C
5001542,-6,C
5001542,-7,C
5001542,-8,0
5001542,-9,C
5001542,-10,C
5001542,-11,0
5001542,-12,C
5001542,-13,C
5001542,-14,0
5001542,-15,0
5001542,-16,X
5001542,-17,0
5001542,-18,1
5001542,-19,0
5001543,0,0
5001543,-1,C
5001543,-2,C
5001543,-3,0
5001543,-4,1
5001543,-5,C
5001543,-6,0
5001543,-7,C
5001543,-8,C
5001543,-9,0
5001543,-10,C
5001543,-11,0
5001543,-12,C
5001543,-13,C
5001543,-14,C
5001543,-15,C
5001543,-16,X
5001543,-17,0
5001543,-18,0
5001543,-19,C
5001543,-20,C
5001543,-21,X
5001543,-22,0
5001544,0,C
5001544,-1,1
5001544,-2,0
5001544,-3,1
5001544,-4,X
5001544,-5,X
5001544,-6,0
5001544,-7,C
5001544,-8,X
5001544,-9,0
5001544,-10,C
5001544,-11,0
5001544,-12,C
5001544,-13,X
5001545,0,C
5001545,-1,C
5001545,-2,C
5001545,-3,C
5001545,-4,C
5001545,-5,C
5001545,-6,0
5001545,-7,1
5001545,-8,X
5001545,-9,X
5001545,-10,C
5001545,-11,C
5001545,-12,0
5001545,-13,C
5001545,-14,C
5001545,-15,C
5001545,-16,C
5001545,-17,0
5001545,-18,C
5001545,-19,C
5001546,0,C
5001546,-1,X
5001546,-2,0
5001546,-3,0
5001546,-4,C
5001546,-5,C
5001546,-6,C
5001546,-7,0
5001546,-8,0
5001546,-9,C
5001546,-10,1
5001546,-11,C
5001546,-12,0
5001546,-13,C
5001546,-14,X
5001546,-15,X
5001546,-16,C
5001546,-17,0
5001546,-18,0
5001547,0,X
5001547,-1,X
5001547,-2,0
5001547,-3,C
5001547,-4,X
5001547,-5,X
5001547,-6,C
5001547,-7,C
5001547,-8,0
5001547,-9,X
5001547,-10,C
5001547,-11,0
5001547,-12,X
5001547,-13,C
5001547,-14,1
5001547,-15,0
5001547,-16,C
5001548,0,C
5001548,-1,0
5001548,-2,C
5001548,-3,0
5001548,-4,1
5001548,-5,C
5001548,-6,C
5001548,-7,C
5001548,-8,0
5001548,-9,0
5001548,-10,0
5001548,-11,0
5001548,-12,0
5001548,-13,C
5001548,-14,0
5001548,-15,X
5001548,-16,0
5001548,-17,C
5001548,-18,C
5001548,-19,C
5001549,0,C
5001549,-1,C
5001549,-2,X
5001549,-3,C
5001549,-4,C
5001549,-5,C
5001549,-6,1
5001549,-7,C
5001549,-8,0
5001549,-9,0
5001549,-10,0
5001549,-11,0
5001549,-12,X
5001549,-13,X
5001549,-14,0
5001549,-15,C
5001549,-16,0
5001550,0,C
5001550,-1,X
5001550,-2,1
5001550,-3,X
5001550,-4,0
5001550,-5,0
5001550,-6,0
5001550,-7,C
5001550,-8,0
5001550,-9,C
5001550,-10,C
5001550,-11,C
5001550,-12,0
5001550,-13,C
5001550,-14,0
5001550,-15,0
5001550,-16,C
5001550,-17,0
5001550,-18,C
5001551,0,C
5001551,-1,0
5001551,-2,X
5001551,-3,0
5001551,-4,4
5001551,-5,0
5001551,-6,C
5001551,-7,0
5001551,-8,C
5001551,-9,0
5001551,-10,3
5001551,-11,0
5001551,-12,C
5001551,-13,C
5001551,-14,0
5001551,-15,1
5001551,-16,C
5001551,-17,C
5001551,-18,C
5001551,-19,0
5001551,-20,C
5001551,-21,1
5001552,0,X
5001552,-1,C
5001552,-2,X
5001552,-3,X
5001552,-4,0
5001552,-5,C
5001552,-6,0
5001552,-7,C
5001552,-8,C
5001552,-9,C
5001552,-10,C
5001552,-11,0
5001553,0,0
5001553,-1,X
5001553,-2,0
5001553,-3,C
5001553,-4,C
5001553,-5,X
5001553,-6,X
5001553,-7,C
5001553,-8,1
5001553,-9,C
5001553,-10,C
5001553,-11,0
5001553,-12,0
5001553,-13,C
5001553,-14,C
5001553,-15,0
5001553,-16,C
5001553,-17,X
5001553,-18,C
5001553,-19,C
5001553,-20,0
5001553,-21,C
5001553,-22,C
5001553,-23,0
5001554,0,0
5001554,-1,C
5001554,-2,0
5001554,-3,C
5001554,-4,C
5001554,-5,C
5001554,-6,C
5001554,-7,C
5001554,-8,C
5001554,-9,C
5001554,-10,X
5001554,-11,C
5001554,-12,C
5001554,-13,C
5001554,-14,X
5001554,-15,C
5001554,-16,1
5001554,-17,X
5001554,-18,C
5001554,-19,C
5001554,-20,C
5001555,0,0
5001555,-1,C
5001555,-2,C
5001555,-3,X
5001555,-4,C
5001555,-5,0
5001555,-6,X
5001555,-7,1
5001555,-8,C
5001555,-9,0
5001555,-10,0
5001555,-11,C
5001555,-12,C
5001555,-13,C
5001555,-14,X
5001555,-15,C
5001555,-16,C
5001555,-17,C
5001555,-18,C
5001556,0,C
5001556,-1,0
5001556,-2,C
5001556,-3,C
5001556,-4,0
5001556,-5,1
5001556,-6,C
5001556,-7,C
5001556,-8,0
5001556,-9,4
5001556,-10,0
5001556,-11,C
5001556,-12,C
5001556,-13,4
5001556,-14,X
5001556,-15,5
5001556,-16,C
5001557,0,C
5001557,-1,1
5001557,-2,C
5001557,-3,0
5001557,-4,0
5001557,-5,0
5001557,-6,C
5001557,-7,0
5001557,-8,0
5001557,-9,1
5001557,-10,X
5001557,-11,C
5001557,-12,C
5001557,-13,0
5001557,-14,C
5001557,-15,0
5001558,0,X
5001558,-1,X
5001558,-2,C
5001558,-3,C
5001558,-4,C
5001558,-5,C
5001558,-6,X
5001558,-7,0
5001558,-8,C
5001558,-9,X
5001558,-10,0
5001558,-11,0
5001558,-12,C
5001558,-13,C
5001558,-14,C
5001558,-15,0
5001558,-16,C
5001558,-17,1
5001558,-18,1
5001558,-19,0
5001558,-20,0
5001558,-21,C
5001558,-22,C
5001558,-23,C
5001559,0,C
5001559,-1,0
5001559,-2,C
5001559,-3,C
5001559,-4,C
5001559,-5,0
5001559,-6,0
5001559,-7,C
5001559,-8,C
5001559,-9,C
5001559,-10,C
5001559,-11,C
5001559,-12,C
5001559,-13,C
5001560,0,C
5001560,-1,C
5001560,-2,C
5001560,-3,X
5001560,-4,C
5001560,-5,C
5001560,-6,0
5001560,-7,C
5001560,-8,X
5001560,-9,C
5001560,-10,C
5001560,-11,C
5001560,-12,C
5001560,-13,C
5001560,-14,X
5001560,-15,C
5001560,-16,C
5001560,-17,0
5001561,0,X
5001561,-1,0
5001561,-2,X
5001561,-3,C
5001561,-4,0
5001561,-5,C
5001561,-6,C
5001561,-7,0
5001561,-8,0
5001561,-9,C
5001561,-10,C
5001561,-11,0
5001561,-12,C
5001561,-13,0
5001561,-14,X
5001561,-15,C
5001561,-16,0
5001561,-17,C
5001561,-18,C
5001561,-19,0
5001562,0,C
5001562,-1,X
5001562,-2,C
5001562,-3,C
5001562,-4,C
5001562,-5,C
5001562,-6,C
5001562,-7,0
5001562,-8,0
5001562,-9,0
5001562,-10,C
5001562,-11,C
5001562,-12,C
5001562,-13,C
5001562,-14,C
5001562,-15,C
5001563,0,0
5001563,-1,C
5001563,-2,0
5001563,-3,0
5001563,-4,0
5001563,-5,X
5001563,-6,0
5001563,-7,C
5001563,-8,C
5001563,-9,0
5001563,-10,C
5001563,-11,C
5001563,-12,C
5001564,0,C
5001564,-1,0
5001564,-2,1
5001564,-3,C
5001564,-4,0
5001564,-5,C
5001564,-6,1
5001564,-7,0
5001564,-8,0
5001564,-9,C
5001564,-10,0
5001564,-11,C
5001565,0,C
5001565,-1,C
5001565,-2,0
5001565,-3,0
5001565,-4,0
5001565,-5,C
5001565,-6,X
5001565,-7,C
5001565,-8,0
5001565,-9,0
5001565,-10,0
5001565,-11,C
5001565,-12,1
5001565,-13,C
5001566,0,C
5001566,-1,0
5001566,-2,C
5001566,-3,0
5001566,-4,C
5001566,-5,0
5001566,-6,0
5001566,-7,0
5001566,-8,C
5001566,-9,C
5001566,-10,C
5001566,-11,0
5001567,0,C
5001567,-1,C
5001567,-2,C
5001567,-3,C
5001567,-4,C
5001567,-5,C
5001567,-6,C
5001567,-7,C
5001567,-8,C
5001567,-9,X
5001567,-10,X
5001567,-11,C
5001567,-12,C
5001567,-13,X
5001567,-14,0
5001567,-15,X
5001568,0,X
5001568,-1,0
5001568,-2,2
5001568,-3,C
5001568,-4,C
5001568,-5,C
5001568,-6,X
5001568,-7,C
5001568,-8,C
5001568,-9,2
5001568,-10,1
5001568,-11,0
5001568,-12,2
5001568,-13,0
5001568,-14,C
5001568,-15,C
5001569,0,X
5001569,-1,0
5001569,-2,C
5001569,-3,0
5001569,-4,0
5001569,-5,C
5001569,-6,1
5001569,-7,C
5001569,-8,C
5001569,-9,0
5001569,-10,C
5001569,-11,0
5001569,-12,0
5001569,-13,C
5001569,-14,C
5001569,-15,0
5001569,-16,C
5001569,-17,0
5001569,-18,X
5001570,0,0
5001570,-1,X
5001570,-2,X
5001570,-3,X
5001570,-4,0
5001570,-5,X
5001570,-6,X
5001570,-7,X
5001570,-8,C
5001570,-9,0
5001570,-10,0
5001570,-11,C
5001570,-12,X
5001570,-13,C
5001570,-14,C
5001570,-15,C
5001570,-16,C
5001570,-17,0
5001570,-18,C
5001570,-19,C
5001570,-20,C
5001570,-21,C
5001570,-22,C
5001570,-23,C
5001571,0,C
5001571,-1,C
5001571,-2,0
5001571,-3,X
5001571,-4,0
5001571,-5,0
5001571,-6,0
5001571,-7,1
5001571,-8,C
5001571,-9,C
5001571,-10,C
5001571,-11,C
5001571,-12,0
5001571,-13,2
5001571,-14,1
5001571,-15,C
5001571,-16,C
5001571,-17,0
5001571,-18,C
5001571,-19,0
5001571,-20,2
5001571,-21,5
5001571,-22,X
5001571,-23,0
5001572,0,0
5001572,-1,X
5001572,-2,C
5001572,-3,C
5001572,-4,0
5001572,-5,0
5001572,-6,0
5001572,-7,C
5001572,-8,C
5001572,-9,C
5001572,-10,C
5001572,-11,C
5001572,-12,0
5001572,-13,C
5001572,-14,0
5001573,0,C
5001573,-1,C
5001573,-2,0
5001573,-3,C
5001573,-4,C
5001573,-5,0
5001573,-6,C
5001573,-7,0
5001573,-8,0
5001573,-9,C
5001573,-10,C
5001573,-11,0
5001573,-12,C
5001573,-13,X
5001573,-14,C
5001573,-15,X
5001574,0,0
5001574,-1,0
5001574,-2,C
5001574,-3,C
5001574,-4,C
5001574,-5,C
5001574,-6,0
5001574,-7,C
5001574,-8,1
5001574,-9,X
5001574,-10,0
5001574,-11,C
5001574,-12,C
5001574,-13,C
5001575,0,0
5001575,-1,0
5001575,-2,C
5001575,-3,C
5001575,-4,0
5001575,-5,C
5001575,-6,0
5001575,-7,0
5001575,-8,0
5001575,-9,0
5001575,-10,X
5001575,-11,X
5001575,-12,C
5001575,-13,C
5001575,-14,X
5001575,-15,C
5001575,-16,C
5001575,-17,X
5001575,-18,0
5001575,-19,C
5001575,-20,0
5001576,0,C
5001576,-1,X
5001576,-2,C
5001576,-3,X
5001576,-4,X
5001576,-5,0
5001576,-6,X
5001576,-7,C
5001576,-8,C
5001576,-9,X
5001576,-10,C
5001576,-11,C
5001576,-12,0
5001576,-13,C
5001576,-14,C
5001576,-15,C
5001576,-16,C
5001576,-17,C
5001576,-18,C
5001576,-19,C
5001576,-20,0
5001576,-21,0
5001576,-22,X
5001576,-23,X
5001577,0,X
5001577,-1,0
5001577,-2,C
5001577,-3,C
5001577,-4,C
5001577,-5,0
5001577,-6,C
5001577,-7,C
5001577,-8,C
5001577,-9,0
5001577,-10,C
5001577,-11,X
5001577,-12,C
5001577,-13,0
5001577,-14,C
5001577,-15,C
5001577,-16,C
5001577,-17,C
5001577,-18,C
5001577,-19,C
5001577,-20,0
5001577,-21,C
5001578,0,C
5001578,-1,X
5001578,-2,0
5001578,-3,0
5001578,-4,1
5001578,-5,C
5001578,-6,1
5001578,-7,1
5001578,-8,X
5001578,-9,0
5001578,-10,C
5001578,-11,C
5001578,-12,X
5001578,-13,X
5001578,-14,0
5001578,-15,C
5001578,-16,C
5001578,-17,1
5001578,-18,1
5001578,-19,0
5001578,-20,0
5001578,-21,C
5001578,-22,C
5001578,-23,X
5001579,0,1
5001579,-1,3
5001579,-2,2
5001579,-3,0
5001579,-4,0
5001579,-5,X
5001579,-6,0
5001579,-7,1
5001579,-8,0
5001579,-9,C
5001579,-10,C
5001579,-11,1
5001579,-12,X
5001579,-13,0
5001579,-14,0
5001580,0,0
5001580,-1,0
5001580,-2,X
5001580,-3,X
5001580,-4,X
5001580,-5,C
5001580,-6,0
5001580,-7,C
5001580,-8,0
5001580,-9,3
5001580,-10,C
5001580,-11,1
5001580,-12,C
5001580,-13,1
5001580,-14,X
5001580,-15,1
5001580,-16,C
5001580,-17,1
5001580,-18,2
5001580,-19,C
5001580,-20,C
5001581,0,C
5001581,-1,C
5001581,-2,0
5001581,-3,C
5001581,-4,C
5001581,-5,X
5001581,-6,0
5001581,-7,C
5001581,-8,C
5001581,-9,C
5001581,-10,C
5001581,-11,C
5001581,-12,0
5001581,-13,0
5001581,-14,0
5001581,-15,C
5001581,-16,C
5001581,-17,C
5001581,-18,C
5001582,0,0
5001582,-1,C
5001582,-2,X
5001582,-3,C
5001582,-4,X
5001582,-5,X
5001582,-6,C
5001582,-7,0
5001582,-8,X
5001582,-9,0
5001582,-10,C
5001582,-11,0
5001582,-12,0
5001582,-13,C
5001582,-14,0
5001582,-15,0
5001582,-16,0
5001583,0,C
5001583,-1,C
5001583,-2,1
5001583,-3,X
5001583,-4,0
5001583,-5,0
5001583,-6,0
5001583,-7,1
5001583,-8,C
5001583,-9,C
5001583,-10,C
5001583,-11,C
5001583,-12,X
5001583,-13,C
5001583,-14,0
5001583,-15,C
5001583,-16,C
5001584,0,0
5001584,-1,C
5001584,-2,C
5001584,-3,1
5001584,-4,0
5001584,-5,C
5001584,-6,C
5001584,-7,0
5001584,-8,C
5001584,-9,C
5001584,-10,C
5001584,-11,C
5001584,-12,0
5001584,-13,X
5001584,-14,0
5001584,-15,0
5001584,-16,0
5001584,-17,X
5001584,-18,0
5001584,-19,X
5001585,0,C
5001585,-1,C
5001585,-2,C
5001585,-3,C
5001585,-4,1
5001585,-5,X
5001585,-6,X
5001585,-7,C
5001585,-8,C
5001585,-9,C
5001585,-10,0
5001585,-11,C
5001585,-12,C
5001585,-13,0
5001585,-14,C
5001585,-15,0
5001585,-16,C
5001585,-17,X
5001586,0,X
5001586,-1,C
5001586,-2,C
5001586,-3,0
5001586,-4,0
5001586,-5,X
5001586,-6,C
5001586,-7,0
5001586,-8,C
5001586,-9,C
5001586,-10,C
5001586,-11,0
5001586,-12,C
5001586,-13,C
5001586,-14,C
5001586,-15,C
5001586,-16,0
5001586,-17,X
5001586,-18,0
5001586,-19,0
5001586,-20,C
5001587,0,C
5001587,-1,0
5001587,-2,C
5001587,-3,C
5001587,-4,1
5001587,-5,0
5001587,-6,C
5001587,-7,C
5001587,-8,C
5001587,-9,C
5001587,-10,0
5001587,-11,C
5001587,-12,C
5001587,-13,0
5001587,-14,0
5001587,-15,X
5001587,-16,0
5001587,-17,0
5001587,-18,C
5001587,-19,1
5001588,0,C
5001588,-1,X
5001588,-2,C
5001588,-3,C
5001588,-4,0
5001588,-5,0
5001588,-6,0
5001588,-7,C
5001588,-8,1
5001588,-9,C
5001588,-10,C
5001588,-11,0
5001588,-12,C
5001588,-13,C
5001588,-14,C
5001588,-15,C
5001588,-16,1
5001588,-17,C
5001588,-18,C
5001589,0,C
5001589,-1,X
5001589,-2,1
5001589,-3,1
5001589,-4,0
5001589,-5,C
5001589,-6,C
5001589,-7,C
5001589,-8,C
5001589,-9,C
5001589,-10,0
5001589,-11,C
5001590,0,C
5001590,-1,1
5001590,-2,1
5001590,-3,1
5001590,-4,X
5001590,-5,C
5001590,-6,X
5001590,-7,C
5001590,-8,C
5001590,-9,C
5001590,-10,3
5001590,-11,5
5001590,-12,2
5001590,-13,C
5001590,-14,0
5001590,-15,0
5001590,-16,0
5001590,-17,C
5001590,-18,0
5001591,0,C
5001591,-1,0
5001591,-2,C
5001591,-3,C
5001591,-4,0
5001591,-5,0
5001591,-6,0
5001591,-7,1
5001591,-8,C
5001591,-9,C
5001591,-10,C
5001591,-11,0
5001591,-12,C
5001591,-13,C
5001591,-14,C
5001591,-15,0
5001591,-16,C
5001591,-17,C
5001591,-18,C
5001592,0,0
5001592,-1,X
5001592,-2,X
5001592,-3,0
5001592,-4,1
5001592,-5,0
5001592,-6,1
5001592,-7,C
5001592,-8,C
5001592,-9,X
5001592,-10,X
5001592,-11,0
5001592,-12,C
5001592,-13,C
5001592,-14,C
5001592,-15,0
5001592,-16,X
5001592,-17,C
5001593,0,X
5001593,-1,0
5001593,-2,X
5001593,-3,X
5001593,-4,X
5001593,-5,0
5001593,-6,C
5001593,-7,C
5001593,-8,C
5001593,-9,C
5001593,-10,X
5001593,-11,0
5001593,-12,X
5001593,-13,0
5001593,-14,C
5001593,-15,C
5001593,-16,0
5001593,-17,0
5001593,-18,C
5001593,-19,0
5001593,-20,0
5001593,-21,X
5001593,-22,C
5001593,-23,C
5001594,0,X
5001594,-1,0
5001594,-2,C
5001594,-3,C
5001594,-4,X
5001594,-5,C
5001594,-6,C
5001594,-7,0
5001594,-8,C
5001594,-9,1
5001594,-10,X
5001594,-11,C
5001594,-12,0
5001594,-13,X
5001594,-14,C
5001594,-15,C
5001594,-16,X
5001594,-17,C
5001594,-18,X
5001595,0,0
5001595,-1,0
5001595,-2,C
5001595,-3,1
5001595,-4,C
5001595,-5,1
5001595,-6,C
5001595,-7,0
5001595,-8,C
5001595,-9,0
5001595,-10,C
5001595,-11,1
5001595,-12,C
5001595,-13,C
5001595,-14,C
5001596,0,1
5001596,-1,C
5001596,-2,0
5001596,-3,0
5001596,-4,X
5001596,-5,C
5001596,-6,0
5001596,-7,C
5001596,-8,0
5001596,-9,C
5001596,-10,C
5001596,-11,0
5001596,-12,C
5001596,-13,C
5001596,-14,0
5001596,-15,2
5001596,-16,C
5001596,-17,1
5001596,-18,0
5001596,-19,0
5001596,-20,1
5001597,0,C
5001597,-1,1
5001597,-2,C
5001597,-3,X
5001597,-4,C
5001597,-5,0
5001597,-6,C
5001597,-7,X
5001597,-8,2
5001597,-9,4
5001597,-10,0
5001597,-11,3
5001597,-12,C
5001598,0,C
5001598,-1,X
5001598,-2,1
5001598,-3,C
5001598,-4,C
5001598,-5,C
5001598,-6,X
5001598,-7,C
5001598,-8,C
5001598,-9,0
5001598,-10,C
5001598,-11,0
5001598,-12,C
5001598,-13,0
5001598,-14,C
5001598,-15,0
5001598,-16,C
5001599,0,1
5001599,-1,C
5001599,-2,C
5001599,-3,X
5001599,-4,C
5001599,-5,C
5001599,-6,0
5001599,-7,0
5001599,-8,X
5001599,-9,0
5001599,-10,0
5001599,-11,0
5001599,-12,C
5001599,-13,C
5001599,-14,C
5001599,-15,X
5001599,-16,0
5001599,-17,0
5001599,-18,C
5001599,-19,0
5001599,-20,C
5001599,-21,C
5001599,-22,C
5001599,-23,1
5001600,0,C
5001600,-1,C
5001600,-2,X
5001600,-3,C
5001600,-4,C
5001600,-5,0
5001600,-6,0
5001600,-7,C
5001600,-8,C
5001600,-9,C
5001600,-10,C
5001600,-11,0
5001600,-12,0
5001600,-13,0
5001600,-14,C
5001600,-15,0
5001601,0,4
5001601,-1,C
5001601,-2,C
5001601,-3,C
5001601,-4,C
5001601,-5,0
5001601,-6,X
5001601,-7,X
5001601,-8,0
5001601,-9,C
5001601,-10,X
5001601,-11,2
5001601,-12,0
5001601,-13,C
5001601,-14,0
5001601,-15,X
5001601,-16,0
5001601,-17,0
5001601,-18,C
5001601,-19,C
5001601,-20,0
5001601,-21,0
5001601,-22,0
5001602,0,C
5001602,-1,0
5001602,-2,5
5001602,-3,X
5001602,-4,0
5001602,-5,C
5001602,-6,C
5001602,-7,C
5001602,-8,1
5001602,-9,0
5001602,-10,0
5001602,-11,0
5001603,0,C
5001603,-1,0
5001603,-2,0
5001603,-3,0
5001603,-4,C
5001603,-5,0
5001603,-6,0
5001603,-7,X
5001603,-8,0
5001603,-9,C
5001603,-10,X
5001603,-11,0
5001603,-12,C
5001603,-13,C
5001604,0,1
5001604,-1,0
5001604,-2,C
5001604,-3,C
5001604,-4,C
5001604,-5,C
5001604,-6,0
5001604,-7,X
5001604,-8,0
5001604,-9,1
5001604,-10,1
5001604,-11,C
5001604,-12,C
5001604,-13,0
5001604,-14,0
5001604,-15,C
5001604,-16,X
5001604,-17,0
5001604,-18,X
5001604,-19,C
5001604,-20,1
5001604,-21,C
5001604,-22,0
5001604,-23,X
5001605,0,0
5001605,-1,C
5001605,-2,0
5001605,-3,C
5001605,-4,X
5001605,-5,C
5001605,-6,0
5001605,-7,X
5001605,-8,C
5001605,-9,C
5001605,-10,0
5001605,-11,C
5001606,0,C
5001606,-1,1
5001606,-2,X
5001606,-3,0
5001606,-4,C
5001606,-5,C
5001606,-6,X
5001606,-7,0
5001606,-8,C
5001606,-9,C
5001606,-10,C
5001606,-11,0
5001606,-12,C
5001606,-13,0
5001606,-14,C
5001606,-15,C
5001606,-16,X
5001606,-17,C
5001607,0,C
5001607,-1,C
5001607,-2,0
5001607,-3,C
5001607,-4,1
5001607,-5,C
5001607,-6,0
5001607,-7,0
5001607,-8,C
5001607,-9,C
5001607,-10,C
5001607,-11,C
5001607,-12,X
5001607,-13,0
5001607,-14,0
5001608,0,1
5001608,-1,0
5001608,-2,0
5001608,-3,X
5001608,-4,C
5001608,-5,X
5001608,-6,1
5001608,-7,0
5001608,-8,X
5001608,-9,X
5001608,-10,C
5001608,-11,C
5001608,-12,0
5001608,-13,C
5001608,-14,0
5001608,-15,1
5001608,-16,C
5001608,-17,1
5001608,-18,C
5001608,-19,C
5001609,0,0
5001609,-1,C
5001609,-2,1
5001609,-3,0
5001609,-4,X
5001609,-5,0
5001609,-6,C
5001609,-7,C
5001609,-8,C
5001609,-9,C
5001609,-10,X
5001609,-11,C
5001609,-12,1
5001609,-13,X
5001609,-14,C
5001609,-15,X
5001610,0,0
5001610,-1,0
5001610,-2,X
5001610,-3,C
5001610,-4,0
5001610,-5,C
5001610,-6,X
5001610,-7,X
5001610,-8,C
5001610,-9,C
5001610,-10,X
5001610,-11,C
5001610,-12,C
5001610,-13,C
5001610,-14,X
5001610,-15,0
5001610,-16,C
5001610,-17,C
5001610,-18,0
5001610,-19,0
5001610,-20,C
5001610,-21,X
5001610,-22,C
5001610,-23,C
5001611,0,C
5001611,-1,0
5001611,-2,0
5001611,-3,C
5001611,-4,1
5001611,-5,C
5001611,-6,C
5001611,-7,C
5001611,-8,C
5001611,-9,0
5001611,-10,0
5001611,-11,C
5001611,-12,0
5001612,0,X
5001612,-1,0
5001612,-2,C
5001612,-3,0
5001612,-4,C
5001612,-5,C
5001612,-6,0
5001612,-7,C
5001612,-8,C
5001612,-9,C
5001612,-10,0
5001612,-11,0
5001613,0,C
5001613,-1,C
5001613,-2,0
5001613,-3,0
5001613,-4,0
5001613,-5,2
5001613,-6,C
5001613,-7,0
5001613,-8,0
5001613,-9,C
5001613,-10,1
5001613,-11,0
5001613,-12,0
5001613,-13,1
5001613,-14,0
5001613,-15,C
5001613,-16,C
5001613,-17,C
5001613,-18,C
5001613,-19,1
5001613,-20,X
5001613,-21,0
5001614,0,0
5001614,-1,X
5001614,-2,C
5001614,-3,C
5001614,-4,C
5001614,-5,0
5001614,-6,1
5001614,-7,1
5001614,-8,C
5001614,-9,0
5001614,-10,C
5001614,-11,0
5001614,-12,C
5001614,-13,0
5001614,-14,C
5001614,-15,C
5001614,-16,X
5001614,-17,0
5001614,-18,X
5001614,-19,X
5001614,-20,0
5001614,-21,X
5001614,-22,0
5001614,-23,1
5001615,0,C
5001615,-1,1
5001615,-2,0
5001615,-3,C
5001615,-4,1
5001615,-5,1
5001615,-6,X
5001615,-7,C
5001615,-8,C
5001615,-9,0
5001615,-10,C
5001615,-11,0
5001615,-12,X
5001615,-13,C
5001615,-14,X
5001615,-15,C
5001615,-16,X
5001615,-17,C
5001615,-18,C
5001615,-19,C
5001616,0,C
5001616,-1,C
5001616,-2,0
5001616,-3,X
5001616,-4,X
5001616,-5,X
5001616,-6,X
5001616,-7,C
5001616,-8,C
5001616,-9,X
5001616,-10,0
5001616,-11,0
5001616,-12,0
5001616,-13,0
5001616,-14,C
5001616,-15,C
5001616,-16,C
5001616,-17,X
5001616,-18,0
5001617,0,C
5001617,-1,1
5001617,-2,0
5001617,-3,0
5001617,-4,0
5001617,-5,C
5001617,-6,C
5001617,-7,C
5001617,-8,C
5001617,-9,C
5001617,-10,C
5001617,-11,C
5001618,0,C
5001618,-1,C
5001618,-2,0
5001618,-3,0
5001618,-4,0
5001618,-5,C
5001618,-6,C
5001618,-7,X
5001618,-8,C
5001618,-9,C
5001618,-10,X
5001618,-11,X
5001618,-12,C
5001618,-13,C
5001618,-14,C
5001618,-15,0
5001618,-16,C
5001619,0,0
5001619,-1,0
5001619,-2,C
5001619,-3,C
5001619,-4,0
5001619,-5,0
5001619,-6,C
5001619,-7,0
5001619,-8,0
5001619,-9,C
5001619,-10,X
5001619,-11,X
5001619,-12,0
5001619,-13,1
5001619,-14,C
5001619,-15,C
5001619,-16,C
5001619,-17,X
5001620,0,0
5001620,-1,C
5001620,-2,C
5001620,-3,0
5001620,-4,0
5001620,-5,2
5001620,-6,3
5001620,-7,C
5001620,-8,0
5001620,-9,0
5001620,-10,0
5001620,-11,1
5001620,-12,0
5001620,-13,C
5001620,-14,X
5001620,-15,C
5001620,-16,0
5001620,-17,0
5001620,-18,C
5001621,0,0
5001621,-1,0
5001621,-2,C
5001621,-3,0
5001621,-4,X
5001621,-5,C
5001621,-6,C
5001621,-7,C
5001621,-8,1
5001621,-9,C
5001621,-10,C
5001621,-11,C
5001621,-12,0
5001621,-13,C
5001621,-14,C
5001621,-15,C
5001621,-16,X
5001621,-17,C
5001622,0,C
5001622,-1,C
5001622,-2,1
5001622,-3,X
5001622,-4,C
5001622,-5,C
5001622,-6,C
5001622,-7,0
5001622,-8,X
5001622,-9,0
5001622,-10,X
5001622,-11,X
5001622,-12,C
5001622,-13,C
5001622,-14,0
5001622,-15,1
5001622,-16,C
5001622,-17,C
5001622,-18,1
5001622,-19,X
5001622,-20,0
5001622,-21,C
5001622,-22,0
5001623,0,C
5001623,-1,X
5001623,-2,C
5001623,-3,C
5001623,-4,C
5001623,-5,X
5001623,-6,C
5001623,-7,C
5001623,-8,C
5001623,-9,0
5001623,-10,0
5001623,-11,0
5001623,-12,0
5001623,-13,C
5001623,-14,C
5001623,-15,0
5001624,0,C
5001624,-1,0
5001624,-2,X
5001624,-3,0
5001624,-4,C
5001624,-5,0
5001624,-6,C
5001624,-7,C
5001624,-8,C
5001624,-9,0
5001624,-10,C
5001624,-11,X
5001624,-12,C
5001624,-13,C
5001624,-14,0
5001624,-15,C
5001624,-16,1
5001625,0,C
5001625,-1,C
5001625,-2,C
5001625,-3,C
5001625,-4,C
5001625,-5,0
5001625,-6,0
5001625,-7,0
5001625,-8,0
5001625,-9,0
5001625,-10,C
5001625,-11,0
5001625,-12,C
5001625,-13,0
5001625,-14,0
